L1,Proficiency,Text,level
English,Upper intermediate,"Actualmente, vivo en Kilburn, una comarca en el nord de la cuidad de Londres. He vivendo aqui solomente para tres meses, pero ya me encanta. Hay muchas tiendas utiles, entonces la vida es facil. Hay pequenas tiendas que viende todo, tiendas que viende todo a solo un libro (o menos!), tiendas de ropa, y los tiendas necessarias por la vida - el correo, los supermercados, los bancos. <br/>  Hay varios estaciones del tren y metro, y puedo ir al centro de la cuidad para visitar las galerias, museos o lugares historicos, o fuera para pasar el sabado en una de los pueblos bonitos cerca de la cuidad. De hecho, no necesito salir de mi comarca porque hay muchas cosas para hacer muy cercana di mi casa. Por exemplo, hay un comunidad importante de la gente de Irelandia, y hay muchas barros con musica tradicional los viernos a noche y los sabados. Hay restaurantes que offrecen las comidas del mundo - comida arabe, chines, italiano, turquia, ingles, thai - y puede comer todos horas del dia y noche. Es un zona de veinte-cuatro horas. Tambien hay un teatro y un cine, que montra el teatro moderno y las pelliculas corrientes. Hay un centro de deportes. Falta una piscina, pero nosostros no podemos tener todo! Hay dos parques publicos dentro diez minutos de mi casa, donde me gusteria mas tiempo este verano. La problema es como siempre el tiempo en Inglaterra. <br/>   <br/>  Kilburn es una zona residencial al mismo tiempo, pero no es un tipo de habitante. Como las tiendas y los restaurantes, es una zona muy diversa, con gente de todos los paises del mundo, de todos idades de los bebes y ninos hasta los viejos. Es muy dificil andar en el calle principal porque no hay normas! Algunas personas proban correr, normalmente sin exito, otros passejan muito lentemente; otros ententan vendar las cosas barratas al lado del calle, otros paran y discutan sobre nada y al mismo tiempo, los otros tienen que evitar los manos y gesturas de la discucion. As vezes, es impossible a pasar la parada del autobus, porque hay tanta gente esperantes.  <br/>   <br/>  En Londres muchas personas famosas han las casas. Los inhabitantes mas famosas en Kilburn son 'Mitchell y Webb' - dos actores en varios series de comedia en la television. Nunca los ha visto, pero vi 'Mitchell' en el pueblo de mis padres durante mis vacaciones de navidad pasadas. Que raro!! Levo las garfas del sol para cobrir su identidade - pero era debil como costumbre! <br/>   <br/>  He aprovecado mis primeros meses en Kilburn. He vivendo en varios partes de Londres, pero aqui es mi preferido. Antes, vivi a Lewisham; Lewisham era muy conveniente para mi trabajo, pero con un nuevo trabajo, he debido a cambiar mi casa. Lewisham he las tiendas y un marcado stupendo pero falta los barros y restaurantes para salir. Tambien, no era tan seguro como Kilburn. Antes de Lewisham, vivi a Hampstead - un zona mas rica pero muy impratical. Muy verde, muy bonito, pero no muy commodo. Mucha gente famosa, no mucha amistad. A mi me gusts mucha Kilburn - espero que seria aqui por mucho tiempo!",B2
English,Upper intermediate,"Esto mayo pasado, yo fui a Alémania con mi amigo mejor para diez días porque el hermano de mi amigo mejor era trabajando para NFL Europa. Él era un médico para los jugadors de fútbol americano en el equipo de Frankfurt. Un día fuimos a un juego de fútbol americano. Antes de juego comenzar, había una fiesta muy grande enfrente del stadium. Era muy diferente que las fiestas que occuren antes los juegos de fútbol americano en los Estados Unidos. Antes los juegos de los Chicago Bears, las personas tienen fiestas pequeños cerca de sus coches y comidan sus propias hamburguesas y perros calientes y bebidan sus proprias cervezas. En Alémania, había una fiesta grande con mucho música y se vendieron las comidas y bebidas afuera el stadium. Entonces, muchas personas se emborrachaban y eran ruidos. Antes y despues el juego, había un concierto en el stadium. Era muy divertad y despúes el juego terminar nosotros comemos con los deportistos famosos, pues, unos pocos famosos. Tambíen, fuimos a un castillo famoso en Heidelberg. El castillo es muy viejo y partes del castillo son en un condición peor. Sin embargo, el castillo es muy bella y viéndolo es una experiencia que siempre recordaré. Para la mayoridad del viaje, fuimos a la cuidad de Frankfurt. Mi amigo y yo sacábamos muchos fotografías de la cuidad. Los partes de la cuidad tienen edificios muy viejo que son muy bonitas. Mirábamos los edificios que son en los libros de Frankfurt y tratábamos sacar fotografias mejores. Fuimos a muchas tiendas y compré mucha ropa. Mi amigo compró muchos tazos para bebiendo cerveza que se llaman ""beersteins."" Tambíen comíamos mucha comida de Alémania. Pero no me gustaba la comida de Alémania. La comida que yo me gusta mejor era de una restaurante de Argentina. Era un restaurante de bistec y era un poco caro. Aún, era muy divertad porque tenía que cocinar mi propia bistec en un piedra supercaliente. El bistec era muy delicioso y fuimos a esta restaurante muchos tiempos. Hay unas cosas extrañas en Alémania de que no era familiar. Se serven las cervezas en Burger King. En las restaurantes, siempre le da las aguas en las botellas y si no pregunta que le da las aguas con gases. Adémas, agua no es gratis. Durante las noches, siempre fuimos a un pueblo afuera de Frankfurt que se llama Sachsenhausen. Habían muchas bares en el pueblo. Habían no menos que 40 bares en esto uno cuadro. Para muchas de las noches, festajábamos con los deportistas del equipo de Frankfurt. Mi bar favorita en Sachsenhausen que se llama Kylamis. El dueno de Kylamis es de Pakistan y los trabajadors son de Lithuania y la bar es de moda de South Africa. Es un bar muy insólita y muy divertad. Una noche, fuimos a un teatro en Frankfurt para ver ""The DaVinci Code."" Era una experiencia extraña porque se serven las bebidas alcohólicas en el teatro. En addición, se termina la película durante el medio para ir al bano y comprar las comidas y bebidas. Mientras de trabajar en Alémania, el hermano de mi amigo mejor tiene una novia de Alémania. En el año próximo, se casaran en un castillo en Alémania. Espero que regreso a Alémania para la celebración.",B2
English,Upper intermediate,"Este pregunta está muy fácil, porque yo sé exactamente que yo voy a hablar sobre. Cerca de hace dos años, (2 años este diciembre uno) yo he tenido una infección de MRSA en mi columna vertebral y mi sangre (sepsis) y mis pulmones. Era muy grave.  <br/>   <br/>  Comenzó con un dolor de mi espalda una semana antes de diciembre. A medida que el tiempo avanzaba, se puso peor y fui a la enfermería a UF. Ellos me dieron Motrin y me envió a una masajista (masseuse). Pues, la masajista no hizo nada. De hecho, ella hizo lo peor. Ella separó la infección de uno pulgada a diez.!!! Yo no había comido por varios días ni me tenía ido al baño. Venido descubrir, yo comenzaba a paralizarse. <br/>   <br/>  El dolor consiguió así que malo que no podía dormir. Después de la segunda noche de ningunos sueños, me fui al hospital. Esperé cerca de 6 horas, gritando del dolor. Llamaron mi nombre. Un doctor finalmente vino adentro después alrededor de una hora más de mí gritaba para la ayuda. Él realizó que había algo mal. Esto está probablemente debido a la mirada en mis ojos. Pidieron para una muestra de orina. Mientras que caminé al baño, realicé que mis piernas sentidas muy extrañas. Parecía que yo fui caminando en las nubes. No podía dar una muestra de orina. El doctor parecía confuso. <br/>   <br/>  Yo notado rápidamente (a mi sorpresa) que yo no podía levantar mis piernas. Pues, yo comencé a gritar para la ayuda un otra vez. El doctor volvió y su quijada cayó cuando él realizó lo que estaba haciendo. Después de una exploración del CT, mi infección fuera identificada. <br/>   <br/>  Pasé el mes proximo en el hospital. paralizado. yo he luchado para vida y pensamiento sobre muerte. Fue muy difícil. No me gusta hablar de los detalles. Se me hace triste. Pero es importante para mí que no olvido. Pues, no es duro para recordar. Tengo que luchar diariamente/constantemente con problemas. ¿Voy a hacer pis en clase? ¿Qué sucede si no puedo hacer pis? La náusea se ha convertido a un compañero constante. Me dijeron que yo no caminaría otra vez. He descubierto recientemente que no debo haber vivido. <br/>   <br/>  Recuperar era muy difícil. Mi doctor me dio un montón de medicina que eran muy fuerte y yo tenía muchas problemas con ellos. Marihuana no tenía efectos muy malo para mí pero este es una tema diferente de mio. Una de las cosas más difíciles de superar no es el problemas físicos que enfrentan, pero las cosas mentales. Nunca fui un chico malo. Yo mismo he considerado una “goody-goody.” ¿Qué hice para merecer esto? Este es mi culpa? Bueno, yo no insistiré en estas preguntas. <br/>   <br/>  Una experiencia como esto cambios vidas. Usted se madura. Usted aprende. Usted nunca mira detrás. En muchos sentidos, me alegro de que fui a través de este. Tuve la oportunidad de jugar con fuego y vivir hablando acerca de ello. Eso es algo que pocas personas pueden decir honestamente que ellos hicieron.",B2
English,Upper intermediate,"Cuando decidí a ir a España a estudiar, quería ser impresionada. En todos de mis viajes, nada ha provocado los sentidos de mi corazón ni los pensamientos de mi mente más que El Templo de la Sagrada Familia, situada en Barcelona. Este edificio, en su gloria viviendo, es absolutamente increíble. El tamaño, el alcance, el detalle, y el simbolismo que está presente aquí son el trabajo de la mente de Antoni Gaudí, uno de las arquitectos más destacados del ultimo siglo. Además, cada vez que visito el edificio mi curiosidad crece. Para el resto de mi vida, voy a estar en la maravilla del Templo de la Sagrada Familia.  <br/>   <br/>  El simbolismo del templo es increíble, cada detalle tiene un propósito y una tema para representar. El exterior está dedicada a la vida y el muerte de Jesucristo, y el interior representa el cielo y el mundo ideal. La inspiracion de Gaudí derivó en su mayor parte de naturaleza. Las campanarios, hay 18 en total, significan las personas más destacados en la fe católica. Los 12 más cortos están dedicados a los 12 apóstoles, hay cuatro en cada orilla de las tres fachadas. Más cerca a la cúpula en el centro del edificio, hay cuatro campanarios más altas del 12 anteriores. Estos representan los cuatro evangelistas: Mateo, Marco, Lucas, y Juan, y cada es sobrepasado por su propio símbolo: un ángel, un león, un buey y un águila, respectivamente. Situada más al centro del techo pero un poco más corto en altitud de los 4 torres de las evangelistas, es una torre con una estrella por encima. Este representa la Virgen, madre de Dios. El último campanario, lo más alta y central a no solo este edificio, sino también a la fe católica, es sobrepasado por una cruz grande y representa Jesucristo. Todos los campanarios son tan estrechas y altas para representar la unión entre la tierra y el cielo, entre hombre y Dios.",B2
English,Upper intermediate,Soy un profesor en la universidad de Washington. Cuando era joven he visitado Espana durante la epoca de Francisco Franco. No me gusta la situacion en el pasado. Mas recentemente otra vez he visitado con mi esposa esta vez. Ahora nos gustan. Pero quisiera ensenar a los estudiantes alli los conceptos de Creatividad y Innovacion. En la Universidad de Washington mi clase de Creatividad y Innovacion es una de las cinco clases la mas populare en toda la universidad. Cada semestre approximadamente dos cien y cincuenta estudiantes aprenden en esta clase.  <br/>   <br/>  Durante esta clase invito a las personas famosas que estan visitando a nuestra cuidad venir a la clase para dar una presentacion sobre su creatividad. <br/>   <br/>  Uno de los visitantes era Steve Wozniak ... el inventor del ordenador personal ! El es la cabeza intellectual de la compania Manzana (Apple en Ingles). Su vida es uno ejemplo y una inspiracion para los estudiantes. Porque ? Su vida es relleno con el etusiasmo y el amor del descubrimento las cosas nuevas. Como es mi vida tambien !  <br/>   <br/>  Despues su presentacion a la clase pasamos la manana en conversacion en uno cafe en el campo. <br/>   <br/>  Muy interesante y muy stimulante tambien. <br/>   <br/>  Dos de mis estudiantes anteriores en este momento son profesores de quimica en Mexico. Ellos han llevado a la Universiad de Guadalajara los conceptos de Creatividad y Innovacion de mi cabeza. Quiza en el futuro hay muchas personas creativas que viendren de Mexico como una consequencia de mi clase y las conversaciones con personas famosas. <br/>   <br/>  Necesitamos el mismo de Espana y otros paises donde se hablan Espanol.  <br/>   <br/>  Desafortunadamente ahora es la hora de cena en mi casa y tengo much hambre. Quiza la cena estara babosas con crema ! Es una comida muy deliciosa en nuestra escuela ! Como el haggis en Escocia ! <br/>   <br/>  Adios amigos <br/>   <br/>  Hasta la proxima vez !,B2
French,Upper intermediate,"La película negra y blanca se llama The Kid. Es una película con el famoso actor Charlie Chaplin. Él está fumando cuando encontrá un niño solo en la calle. Toma el niño y lo da a una mujer que tiene un bebe. Ella no está en acuerdo, no quiere tomar el niño. Entonces, Chaplin quería irse sin el niño, pero un agente de policía esta allí. Charles da él bebe a un hombre viejo el la callejón. Como la mujer, el abuelo no quiere tener el niño. Pone el niño cerca de esto de la madre cuando ella está en una tienda . Encontrá Charlie y le da él bebe. Después, él trova una letrera dentro la ropa del niño que dice in inglés : « Please love and care for this orphan child ». Al fin de la película, Charlie decide de tomar él bebe con ello.",B2
Arabic,Upper intermediate,"Es una de las películas antiguas del cine muda. <br/> Este tipo en los años 25 . Personalmente, no entiendo mucho el lenguaje de los señales y no me gusta ver blanco y negro.  <br/>      El cine en la época de mis abuelos era una cosa de diversión , ahora estamos viviendo en la época del Internet y tecnología avanzada y nuestro generación le gusta las películas de ciencia , espacio y documentales .Gracias al gran invento  que a llevado el universo a nuestros casas.",B2
Japanese,Upper intermediate,"En este video, hay un hombre que está dando un paseo. El hombre está fumando cuando encuentra un bebe abandonado a la tierra. Despues, pasa una mujer que es muy enfadada, y el hombre piensa que el bebe es el suyo. Por lo tanto, él llega el bebe a la mujer, pero ella no lo quiere. Hay un oficio de policia que siempre está gardando el barrio. Más tarde, el hombre encuentra un otro hombro que es mayor que él, y le pasa el bebe. El hombre mayor pone el bebe en la carreola de la mujer. Cuando la mujer vuelve, ella descubre que hay dos bebes en su carreola. La mujer ve el hombre menor y golpea su cabeza, y el hombre sale con el bebe. El hombre pone su mano en la ropa del bebe, y encuentra una carta que le pide de amarlo y cuidarlo.",B2
French,Upper intermediate,"Charlie Chaplin mercado en un distrito industrial cuando recibe suciedad sobre la cabeza. Luego, Charlie se fuma un cigarrillo cuando ve un bebe. Entonces comienza a buscar a su madre en el distrito. Cuando no encuentra a la madre, coloca al bebé en el piso, pero un policía lo mira frustrado. Entonces, está buscando a alguien para darle el bebé porque quiere deshacerse de eso.  <br/> Así, lo deja en los brazos de un hombre en la calle. El hombre lo deja a cambio de una mujer, pero ella no quiere saber nada sobre el bebé.  <br/> Por lo tanto, Charlie se lleva con el bebé y no sabe qué hacer. Más tarde, descubre una carta sobre el bebé que dice: ""por favor, amor y cuidado este niño huérfano"". Desarrolla empatía y amor por este bebé y, por lo tanto, decide mantenerlo.",B2
English,Upper intermediate,"Durante mis vacaciones pasados, fui mucho divertido. En dos de mis vacaciones, visite Florida, especificamente la region de sur. Viaje las ciudades Miami, Ft. Myers, y Naples. Estuve comiendo a la resturante con comida China, cuando un grupo de ladrones robaron la tienda en el otra lado del calle. Fue un visite muy interesante y muy divertido.",B2
English,Upper intermediate,"EL AÑO PASADO DURANTE LAS VACACIONES FUI CON QUINCE AMIGOS EN UN BARCO GRANDE EN EL GULF DE MÉXICO. ESTUVIMOS EN EL BARCO POR DIEZ DÍAS Y VISITAMOS LOS PAÍSES DE MELIZE, MÉXICO Y LAS ISLAS DE CAYMAN. EMPEZAMOS NUESTRO VIAJE EN DALLAS, TEXAS DONDE ESTÁ NUESTRO UNIVERSIDAD. CONDUCIMOS 4 HORAS A GALVESTON, TEXAS DONDE COGEMOS EL BARCO. LOS PRIMEROS 3 DÍAS ESTUVIMOS EN EL BARCO, A NAVEGAR A BELIZE, EL PRIMER PAIS NOS VISITAMOS. EN BELIZE FUIMOS A LAS PLAYAS, A RESTAURANTES Y A BARES. JUGAMOS FÚTBOL EN LA PLAYA Y TOMAMOS EL SOL. ESTUVIMOS EN BELIZE DOS DÍAS. DESPUÉS EL BARCO FUE A LAS ISLAS DE CAYMAN. LAS ISLAS TIENE PLAYAS BONITAS CON ARENA BLANCA. NOS ALQUILAMOS UN BARCO PEQUEÑO PARA NAVEGAR EN EL MAR A OTRAS PLAYAS EN LAS ISLAS. TAMBIÉN VISITAMOS LAS FABRICAS QUE PRODUCEN RON, LA COSA FAMOSA DE LAS ISLAS. UNA COSA MAL DE LAS ISLAS DE CAYMEN ES QUÉ FUE UN PAÍS MUY, MUY CARO. PERO SOLO ESTUVIMOS ALLÍ UN DÍA. EL ÚLTIMO PAÍS QUÉ NOS VISITAMOS FUE MÉXICO. EN MÉXICO FUIMOS A DOS LUGARES: LA COSTA MAYA Y COZÚMEL. EN MI OPINION, LA COSTA MAYA TIENE UNA DE LAS PLAYAS MÁS DIVERTIDOS Y BONITOS DEL MUNDO. Y TAMBIÉN TODO ES MUY BARATO. NOS IBAMOS A NADAR EN EL OCEANO, TOMAMOS CORONITAS Y ESTABAMOS TUMBADO EN LA PLAYA - FURON DÍAS FANTASTICOS. PERO ALGUNOS DE MIS AMIGOS OLVIDARON A PONER CREMA CUANDO ESTUVIERON EN LA PLAYA Y TODOS QUEMARON. ¡POBRECITOS! EN COZUMEL, LÉXICO FUIMOS A HACER SCUBA O SNORKEL. HAY MUCHOS SITIOS MUY BONITOS PARA HACER ESTO EN COZUMEL. HAY MUCHOS PECES Y CORALES DE TIPOS Y COLORES MUY BRILLANTES Y DIFERENTES. TAMBIÉN NOS FUIMOS A MUCHOS BARES Y RESTAURANTES DIVERTIDOS. UN BAR FAMOSO EN COZUMEL SE LLAMA CARLOS Y CHARLIES Y ES UN LUGAR CONOCIDO POR SUS MARGARITAS QUE SON MUY RICOS. PERO LAS PLAYAS DE COZUMEL SON LLENO DE GENTE Y FUE IMPOSIBLE A OBTENER ESPACIO PARA PONER SU TOALLA Y COSAS. CUANDO REGRESAMOS A LOS ESTADOS UNIDOS, EL VIAJE EN EL BARCO FUE UN POQUITO ABURRIDO EN COMPARACIÓN DE LOS PAÍSES. PERO FUE MUCHAS FIESTAS, ACTIVIDADES Y EVENTOS DIVERTIDOS EN EL BARCO. TAMBIÉN HAY MUCHOS TIPOS DIFERENTES DE BARES, RESTAURANTES Y DISCOTECAS DURANTE LAS NOCHES. PERO LOS HABITACIONES ERAN MUY MUY MUY PEQUEÑOS ENTONCES NOSOTROS PASARON LA MAYORÍA DEL TIEMPO AFUERA, ESTUVIMOS A TOMAR EL SOL O A NADAR EN LAS PISCINAS. UNA COSA MALA DEL BARCO FUE LA COMIDA, FUE UNA PENA PORQUE FUE HORRIBLE ¡PERO EL HELADO Y LAS BEBIDAS SON MUY BUENOS! DESPUÉS DE DIEZ DÍAS EN EL BARCO Y LAS PLAYAS DE BELIZE, MÉXICO Y LAS ISLAS DE CAYMAN, TODOS ESTUVIMOS MUY MORENO. (ALGUNOS UN POQUITO QUEMADO) ¡FUE UN VIAJE FANTASTICO!",B2
English,Upper intermediate,"Mis vacaciones del año pasado <br/>   Este año pasado estaba muy ocupado, divertido e interesante, porque yo tenía la oportunidad para viajar a tantos lugares y aprender mucho sobre culturas diferentes de mío. Durante vacaciones del invierno, estudiantes de mi universidad, dos profesores y yo fuimos a Alemania y la República Cheche por tres semanas como parte de una clase sobre la Guerra Mundial Dos y la Guerra Frio. Fui a Berlín, Praga, y Múnich y estudié el Holocausto, las diferencias entre Alemania Oeste y Alemania Este, y la cultura hoy. Visité monumentos, museos, y campos de concentraciones y también hablé con alemanes sobre cómo ellos estaban aceptando su historia. La cultura alemán es muy diferente de la de los Estados Unidos a causa de las guerras. Por ejemplo, los camareros no te dieron la cuenta a condición de que termines todo la comida en el plato. <br/>   Después del semestre de primavera a mi universidad, fui a Israel con mi prima y 38 otras jóvenes para diez días en junio. Cuando era una niña, iba a Israel con mi familia, pero no recuerdo mucho. Visité lugares como el Mar Muerte, Jerusalén, Masada (un risco en el yermo) y además, ¡paseo un camello! Las amistades que hacía en este viaje con los otros estadounidenses en mi viaje y las jóvenes del ejército Israelí que se incorporaban a nuestro viaje, y las memorias estarán para toda la vida. <br/>   Es más que una semana después de volviendo a mi casa, mi familia y yo fuimos a Italia para los cumpleaños de mi padre. El compañero de cuarto de mi padre a la universidad vive en Roma con su familia, entonces las dos familias se reunieron en Florencia para celebrar. La ciudad de Florencia es uno de mis lugares favoritos. La cultura italiana es muy relajada, como la de España, y me gusta la comida mucho. En conclusión, tengo mucha suerte para viajar a lugares exóticos. ¡No olvidaré este año pasado!",B2
Japanese,Upper intermediate,"¿Porque el bebo está en la calle? primera vez yo veo el bebo tirado. <br/> yo que el chaprine ,  enviare el bebo a la politica. la mujera es muy gorda. La politica es muy antipatico. surprised  que las gentes tiran el  <br/> garbage de la ventana. pero el movil es muy divertido.",B2
English,Upper intermediate,"Yo soy de Hartland, Michigan. Hartland es un ciudad pequenol, y muchas personas no saben la ciudad de Hartland. Yo vivia en Hartland por mi toda vida, que es dieciocho anos. Yo se todas las personas que viven alla. Hartland estaba un ciudad agriculturo, pero ahora Hartland es mas avanzado. Tenemos mas supermercados y restaurantes. <br/>  Yo soy de Hartlnad, pero yo vivo en Ann Arbor, Michigan, donde yo soy un estudiante. Me encanta Ann Arbor mucho porque es muy urbano, opuesto de Hartland. Hay muchas restaurantes, y muchas tiendas de ropas. Me gusta comprar ropas nuevas. En Ann Arbor, hay muchos carros y autobuses. Hay nunca silencio. Yo quiero Ann Arbor, pero yo quiero Hartland tambien.",B2
English,Upper intermediate,"Yo tengo muchas planes para el futuro. En el futuro yo quereré continuar con mis estudios. Ahora, soy un estudiante en la universidad de Florida. Como un estudiante en telecommunicaciónes, quiero trabajar con las personas en la índustria. Planearé hacer trabajos con la universidad en los estaciones en la universidad. La universidad tiene muchas oportunidades para estudiantes como seís estaciones del radio y dos estaciones para televisión. Como resultado, quiero que trabajar por uno. Yo sé que algunos trabajos en la unviersidad paga dinero para trabajando con ellos. Es mi deseo trabajar con uno de estos trabajos.  <br/>   <br/>   Despues de mi gradué a la universidad de Florida voy a ir a la escuela de los graduados, esperamente en la Universidad de Florida. La universidad tiene un gran programa de graduados, especificamente en los estudios en telecommunicaciones. Durante mis nuevos estudios, es mi deseo obtener mucha experiencia en la forma de trabajo voluntario para diferentes companías. Creo que este hacerá muy facíl hacer conocer personas en la industriá. Uno de mis metas es hacer amigos con personas en altas posiciones y yo creo que este es un buen manera hacerlo. <br/>   <br/>  Antes de graduarse, tengo planes para iniciar una pequeña empresa. Voy a hacer esto por ir a las reuniones con los clubes. Mi empresa tendrá un siente del futuro y será revolutionario. <br/>   <br/>  En el futuro larga, seré presidente de Los Estados Unidos. Pero, mas en el futuro.",B2
English,Upper intermediate,"Yo vivo en Gainesville, Florida. Gainesville tiene muchas oportunidades en educacion, cultura, y comercial. Gainesville es el centro de la Universidad de Florida y Shands Hospital. La Universidad de Florida es la universidad mayor que otros en florida. La Universidad de Florida y la ciudad de Gainesville ofrecen acontecimientos para los estuidentes y las communidades con gratis. La cuidad y la universidad de florida trabaja juntos para hacer Gainesville un buen sitio a vivir.  <br/>  A la Universidad de Florida hay mas que 130 mayores para estudiar. Como un resultado, hay muchas personas desde partes diferenetes del mundo. Creo que eso ayuda los estudientes aceptar y entender culturas diferentes. Me gusta la diversidad en Gainesville. Porque hay muchas personas jovenes en Gainesville durante augusto a abril, Gainesville es un cuidad joven con las discotecas y actividads para estudientes.  <br/>  La ciudad de Gainesville es historica. Hay muchas casas historicas en Gainesville que puede recorrer. Gainesville trabaja para tener sus cuidanos como un parte de comunidad por los mercados y las attraciones y las obras. Todos Miercoles hay un mercado fresco. Mi hermana y yo gusta a ir el mercado fresco para comprar frutas y hortalizas. Me lo gusta esto sobre Gainesville porque soy desde un cuidad largo en Florida de sur. Hay muchas personas con muchas cosas hacer. La no es una comunidad cercana como Gainesville.  <br/>  Un otro aspecto de Gainesville que me gusta, es el transporte publico. RTS, el servicio de transporte publico, trabaja bien en Gainesville. Lo me toma a las lugares que yo necesito a ir. Como en domingos, yo voy a la iglesia por el autobus. Yo puedo andar mi bicicelta a la campus de Universidad de Florida.  <br/>  El tiempo de Gainesville esta bien para andar mi bicicleta o caminar a la escuela. En las mananas, hay una brisa desde el oceano. En el verano esta muy caliente y en el invierno esta muy frio. Durante los veranos, mis amigos y yo vamos a Lake Walhburg para nadar y refrescar. Muchas actividades cercano la universidad de Florida son gratis para estudiantes. Como el transporte publico es gratis para me y todos los otros estudiantes.  <br/>  Vaya a Gainesville!",B2
French,Upper intermediate,"En aquella historia, Charlie Chaplin caminaba tranquilamente en la calle. Un momento, viví un bebe al lado de él, en el suelo. Los padres del bebe no parecían cerca. Charlie Chaplin puso él bebe y viví una madre con su otro niño. Pensó que el bebe es también el niño de la chica, Charlie le dio a ella, pero la madre no puso el bebe y empezó a insultar a Charlie. Charlie no sabía que pasaba, y no sabía a quí era el bebe. Al final, Charlie mantuvo el bebe y decidió de ser su padre.",B2
English,Upper intermediate,"El año pasado durante las vacaciones me sentí bastante nerviosa porque en pocas semanas hubiera dejado mi familia, amigos y novio para una vida diferente en Madrid durante nueve meses. También estuve emocionado pero no pude imaginar mi vida sin la gente tan intima a mí.  <br/>  Terminé mis exámenes en mi universidad en Inglaterra, Kent en el mes de abril y después empezaron mis vacaciones. Mi novio ha reservado un hotel en Grecia durante dos semanas y tuvimos unas vacaciones fantásticas. Hizo muchísimo calor y íbamos a la playa cada día para tomar el sol y nadar en el mar. En el hotel que quedábamos hubo una barbacoa para los huéspedes y fue muy divertido también encontramos con otra gente inglesa. Cada noche comíamos en un restaurante y comíamos comida de China, Grecia e Italia ¡como la pizza! Fuimos en un viaje a otra isla de Grecia por barco y tuvimos mucho interés porque hay una isla de Grecia que solo tiene 2 personas que vive allí. No puedo imaginar una vida así, sería tan aislada así como tan aburrida. Fue una pareja casada pero no tiene niños. Tuve que recibir su comida por un barco cada semana y su correo también. Evidentemente, las dos personas no tienen empleos porque solo que hay en la isla es una casa, ¡no hay nada para hacer! No hay ninguna tipo de vegetación que aparezca aquí, solo rocas. Bueno, estábamos tristes cuando regresamos a Inglaterra porque nuestras vacaciones fueron tan geniales pero dos semanas después fui de vacaciones con mi padre y hermano a una parte de Inglaterra que se llama Cornwall. Solo fuimos para una semana y quedamos un día en la playa pero hizo frío, no fue una sorpresa porque soy inglesa y el tiempo en Inglaterra cambia mucho, no es como un país como España por ejemplo y claro, nunca tenemos el tiempo como Grecia. Aparte de las vacaciones que fui, tres días cada semana cuidaba a mi hermano menor que tiene 10 año porque mi madre trabaja. Me encanta cuidar a mi hermano menor porque vamos al parque de atracciones o al zoo por ejemplo. Los otros días de la semana trabajé en un supermercado para ahorrar dinero para mi estancia futura en Madrid. Algunos sábados por la noche fui a la casa de mi padre (porque mi madre y padre no viven juntos). Me gusta ir a la casa de mi padre porque siempre se partimos de la risa y yo preparo la cena.  <br/>  Como dicho en el principio de mi historia me sentí bastante nerviosa porque fui a ir a Madrid. No tuve muchas ganas de ir porque tuve un verano tan fantástico con mi familia y novio pero ahora que estoy aquí en Madrid y solo tengo 3 meses que quedan, estoy muy contento que viniera a Madrid. He disfrutado mi estancia aquí y estaré triste cuando tengo que regresar a Inglaterra. Creo que lo más importante es que he hecho muchos amigos y voy a estar en contacto con ellos en el futuro.  <br/>  En el verano que viene tengo planes de ir de vacaciones con mi novio otra vez, a una isla de Grecia diferente ahora iremos a Crete, tengo muchísimas ganas. También voy a cuidar a mi hermano menor y voy a intentar trabajar también para ahorrar dinero por mi año final en mi universidad de Kent.",B2
Greek,Upper intermediate,"Todos recordamos un viaje especial que hicimos en el pasado. Recordamos ese viaje quizas porque tengamos buenos o malos recuerdos,encontramos nuevos amigos,descubrimos nuevos lugares o realizamos nuestros suenos. <br/>   <br/>  Para mi, el viaje que recuerdo es aquel que hicimos en 2008 a Alejandria, Egipto con mi padre, con mi madre y mi hermano. Mi primo se caso y fuimos aqui por eso y para hacer vacaciones. Nos alojamos a nuestra casa en el octavo piso. Siempre me encanta quedarme en esa casa porque me gusta la cama, el salon y que esta en alto. <br/>   <br/>  Cada dia ibamos a la playa y jugabamos con la pelota,todos juntos, mis primos y mis tios. Aunque no podiamos banarnos cada vez a cause del Islam, que dice que no es bueno para las mujeres llevar bikini en la playa. A pesar de eso, fuimos a todos los monumentos,a la biblioteca, a los piramides y a Luxor. Tengo todavia las fotografias y los videos! <br/>   <br/>  Fueron especiales esas vacaciones porque estuve en mi pais favorito, tengo muchos buenos recuerdos de esa viaje porque fui con mi familia que amo mucho. Espero que vaya este verano porque lo extrano!",B2
Greek,Upper intermediate,"En este video, vimos Charles Chaplin caminar en un lugar donde nuevas edificios son construidos y alli encontro un bebe sobre un camino al lado de la basura.No supe que hacer y intento darlo a alguien pero nadie lo quise.Ademas, haya policia cerca de el que le observo.Un rato encontro un hombre y sin preguntarle, le dejo el bebe.Pero el, regreso el bebe a una mujer y se fue.La mujer no quise el bebe tambien y cuando vio Charles Chaplin le dio  otra vez.Charles tomo el bebe y sentio sobre el camino sin saber que hacer.Entonces, encontro una lettra que dijo que el bebe es orphan.Charles tomo el bebe consigo y se fue.",B2
